 Address, Адрес
Row #{0}: Clearance date {1} cannot be before Cheque Date {2},Ред #{0}: Датата на уточняване {1} не може да бъде преди датата на чека {2}
Row #{0}: Payment document is required to complete the transaction,Ред #{0}: Платежен документ е необходим за завършване на транзакцията
Row #{0}: Rejected Qty can not be entered in Purchase Return,Ред #{0}: Бракувано количество не може да се въведе при връщане на покупка
Row #{0}: Reqd by Date cannot be before Transaction Date,Ред #{0}: Датата на изискване не може да бъде преди датата на транзакцията
Row #{}: Depreciation Posting Date should not be equal to Available for Use Date.,Ред #{}: Датата на осчетоводяване на амортизацията не трябва да съвпада с датата на въвеждане в употреба.
Row #{}: Item Code: {} is not available under warehouse {}.,Ред #{}: Код на артикул: {} не е наличен в склад {}.
Row #{}: Please asign task to a member.,Ред #{}: Моля назначете задача на член.
Row #{}: Stock quantity not enough for Item Code: {} under warehouse {}. Available quantity {}.,Ред #{}: Складовото количество не е достатъчно за код на артикул: {} в склад {}. Налично количество {}.
Row #{}: You cannot add postive quantities in a return invoice. Please remove item {} to complete the return.,Ред #{}: Не можете да добавяте положителни количества във фактура за връщане. Моля премахнете артикул {} за да завършите връщането.
Row Index,Индекс на ред
Row {0}: Depreciation Start Date is required,Ред {0}: Началната дата на амортизация е задължителна
Row {0}: Enter location for the asset item {1},Ред {0}: Въведете местоположение за актива {1}
Row {0}: Expected Value After Useful Life must be less than Gross Purchase Amount,Ред {0}: Очакваната стойност след полезен живот не може да бъде отрицателна
Row {}: Asset Naming Series is mandatory for the auto creation for item {},Ред {}: Серията за именуване на активи е задължителна за автоматичното създаване за артикул {}
Rule Name,Име на правило
S3 Backup Settings,Настройки за архивиране в S3
S3 Backup complete!,Архивирането в S3 е завършено!
S3 Bucket Details,Детайли за S3 Bucket
SMS sent to following numbers: {0},SMS изпратен до следните номера: {0}
SMTP Settings for outgoing emails,SMTP настройки за изходящи имейли
Save as Draft,Запази като чернова
Saving {0},Запазване на {0}
Scheduled To Send,Планирано за изпращане
Section Based On,Секция базирана на
Section Cards,Карти на секция
Section HTML,HTML на секция
Section Order,Ред на секцията
Select a group node first.,Първо изберете групов елемент.
Select change amount account,Изберете сметка за ресто
Send Email for Successful Backup,Изпращане на имейл при успешно архивиране
Send Email for Successful backup,Изпращане на имейл при успешно архивиране
Send Notification To,Изпращане на известие до
Send Notifications To,Изпращане на известия до
Send Unsubscribe Link,Изпращане на линк за отписване
Set Exchange Gain / Loss,Задай печалба/загуба от обменен курс
Set Meta Tags,Задаване на мета тагове
Setting up Taxes,Настройка на данъци
Show Attachments,Показване на прикачени файлове
"Simple Python Expression, Example: Status in (\""Closed\"", \""Cancelled\"")","Прост Python израз, Пример: <code class=""language-python"">status == ""Invalid""</code>"
"Simple Python Expression, Example: Status in (\""Invalid\"")","Прост Python израз, Пример: <code class=""language-python"">status == ""Invalid""</code>"
"Simple Python Expression, Example: status == 'Open' and type == 'Bug'","Прост Python израз, Пример: <code class=""language-python"">status == ""Invalid""</code>"
Softwares,Софтуер
Standings,Класиране
Stats based on last month's performance (from {0} to {1}),Статистика на базата на представянето през последния месец (от {0} до {1})
Stats based on last week's performance (from {0} to {1}),Статистика на базата на представянето през последната седмица (от {0} до {1})
Stock Frozen Upto,Наличности замразени до
Stock cannot be updated against Delivery Note {0},Наличността не може да бъде актуализирана по следните складови разписки: {0}
Success! You are good to go 👍,Успех! Всичко е готово 👍
Successfully Done,Успешно завършено
Successfully deleted all transactions related to this company!,"Успешно изтрити всички транзакции, свързани с тази фирма!"
Supply Raw Materials for Purchase,Доставка на суровини за покупка
Tag Line,Слоган
Take Backup,Направи архивно копие
Take Backup Now,Направи архивно копие сега
Tally Company,Фирма в Tally
Tally Creditors Account,Сметка за кредитори в Tally
Tally Debtors Account,Сметка за дебитори в Tally
Tally Migration,Миграция от Tally
Tally Migration Error,Грешка при миграция от Tally
Target Location is required while receiving Asset {0} from an employee,Целево местоположение е необходимо при получаване на актив {0}
Target Location is required while transferring Asset {0},Целево местоположение е необходимо при получаване на актив {0}
Target Location or To Employee is required while receiving Asset {0},Целево местоположение или получаващ служител е задължително при получаване на актив {0}
Test email sent to {0},Тестов имейл е изпратен до {0}
Thank you for your interest in subscribing to our updates,Благодарим ви за интереса да се абонирате за нашите актуализации
The accounts are set by the system automatically but do confirm these defaults,"Сметките се задават от системата автоматично, но моля потвърдете тези стойности по подразбиране"
The user from this field will be rewarded points,Потребителят от това поле ще получи точки
The {0} {1} created sucessfully,{0} {1} е създаден успешно
There is nothing to edit.,Няма нищо за редактиране.
There should remain at least one System Manager,Трябва да остане поне един Системен мениджър
There was an error saving the document.,Възникна грешка при запазване на документа.
This Warehouse will be auto-updated in the Target Warehouse field of Work Order.,Този склад ще бъде автоматично актуализиран в полето Целеви склад на работната поръчка.
This Warehouse will be auto-updated in the Work In Progress Warehouse field of Work Orders.,Този склад ще бъде автоматично актуализиран в полето Склад за незавършено производство на работните поръчки.
This document cannot be reverted,Този документ не може да бъде отменен
This document has been reverted,Този документ е бил отменен
This document is currently queued for execution. Please try again,Този документ в момента е на опашка за изпълнение. Моля опитайте отново
This is an example Google SERP Preview.,Това е примерна визуализация на Google SERP.
This is an example website auto-generated from ERPNext,"Това е примерен уебсайт, автоматично генериран от ERPNext"
This is based on transactions against this Customer. See timeline below for details,Това е базирано на транзакции с този клиент. Вижте хронологията по-долу за детайли
This is based on transactions against this Supplier. See timeline below for details,Това е базирано на транзакции с този доставчик. Вижте хронологията по-долу за детайли
"Timesheets help keep track of time, cost and billing for activites done by your team","Отчетите за работно време помагат за проследяване на време, себестойност и фактуриране"
To Be Paid,За плащане
To User,До потребител
To date cannot be before from date,Крайната дата не може да бъде преди началната дата
"To use Google Drive, enable {0}.","За да използвате Google Drive, активирайте {0}."
Today's Events,Събития за днес
Toggle Recent Orders,Превключване на скорошни поръчки
Token Endpoint,Крайна точка за токен
Top Performer,Най-добър изпълнител
Top Reviewer,Най-активен рецензент
Top {0},Топ {0}
Total advance ({0}) against Order {1} cannot be greater than the Grand Total ({2}),Общият аванс ({0}) към поръчка {1} не може да бъде по-голям от крайната сума ({2})
Total number of emails to sync in initial sync process ,Общ брой имейли за синхронизация при начална синхронизация
Transaction Hash,Хеш на транзакция
Transaction Log,Лог на транзакции
Transaction Log Report,Справка за лог на транзакции
Transfered,Прехвърлено
Trialling,Пробен период
UOM in case unspecified in imported data,"Мерна единица, ако не е посочена в импортираните данни"
Unable to find the time slot in the next {0} days for the operation {1}.,"Не е намерен времеви слот в следващите {0} дни за операция {1}. Моля, увеличете „Планиране на капацитет за (дни)"" в {2}."
Uncaught Server Exception,Неуловено сървърно изключение
Undeposited Funds Account,Сметка за невнесени средства
"Unknown file encoding. Tried utf-8, windows-1250, windows-1252.","Неизвестно кодиране на файл. Опитани utf-8, windows-1250, windows-1252."
Unsubscribe Param,Параметър за отписване
Update Details,Актуализиране на детайли
Use this field to render any custom HTML in the section.,Използвайте това поле за визуализиране на произволен HTML в секцията.
User ,Потребител
User Field,Потребителско поле
User Permissions created sucessfully,Потребителските права са създадени успешно
User Profile,Потребителски профил
User does not exist,Потребителят не съществува
User not allowed to delete {0}: {1},Потребителят няма право да изтрие {0}: {1}
Users assigned to the reference document will get points.,"Потребителите, назначени към референтния документ, ще получат точки."
Users with role {0}:,Потребители с роля {0}:
Users with this role are allowed to set frozen accounts and create / modify accounting entries against frozen accounts,Потребителите с тази роля имат право да замразяват сметки и да създават/променят счетоводни записи към замразени сметки
Valid From Date must be lesser than Valid Upto Date.,Началната дата на валидност трябва да бъде по-ранна от крайната дата на валидност.
Valid Upto,Валидна до
Valid Upto date cannot be before Valid From date,Крайната дата на валидност не може да бъде преди началната дата на валидност
Valid Upto date not in Fiscal Year {0},Крайната дата на валидност не е във фискална година {0}
Value missing for,Липсваща стойност за
Verfication Code,Код за потвърждение
View Comment,Преглед на коментар
View Ref,Преглед на референция
Wages per hour,Заплащане на час
Warehouse not found in the system,Складът не е намерен в системата
Web Site,Уебсайт
Will be used in url (usually first name).,Ще бъде използвано в URL (обикновено първо име).
Will run scheduled jobs only once a day for inactive sites. Default 4 days if set to 0.,"Ще изпълнява планирани задачи само веднъж дневно за неактивни сайтове. По подразбиране 4 дни, ако е зададено 0."
Worflow States Don't Exist,Състоянията на работния процес не съществуват
Work In Progress Warehouse,Склад за незавършено производство
You can add original invoice {} manually to proceed.,"Можете да добавите оригиналната фактура {} ръчно, за да продължите."
You can also copy-paste this ,Можете също да копирате и поставите това
You cannot give review points to yourself,Не можете да давате точки за отзив на себе си
You do not have enough points,Нямате достатъчно точки
You do not have enough review points,Нямате достатъчно точки за отзив
You gained {0} point,Получихте {0} точка
You gained {0} points,Получихте {0} точки
You have a new message from: ,Имате ново съобщение от:
You have been invited to collaborate on the project: {0},Поканени сте да си сътрудничите по проект: {0}
You must add atleast one item to save it as draft.,"Трябва да добавите поне един артикул, за да го запазите като чернова."
You need write permission to rename,"Необходимо е право за запис, за да преименувате"
Your Company set in ERPNext,"Вашата фирма, зададена в ERPNext"
Your email address...,Вашият имейл адрес...
_doctype,_doctype
_report,_report
adjust,настройка
align-center,align-center
align-justify,align-justify
align-left,align-left
align-right,align-right
arrow-down,arrow-down
arrow-left,arrow-left
arrow-right,arrow-right
arrow-up,arrow-up
asterisk,asterisk
backward,backward
ban-circle,ban-circle
barcode,barcode
beginning with,започващо с
bell,bell
book,book
bookmark,bookmark
briefcase,briefcase
bullhorn,bullhorn
camera,camera
certificate,certificate
check,check
chevron-down,chevron-down
chevron-left,chevron-left
chevron-right,chevron-right
chevron-up,chevron-up
circle-arrow-down,circle-arrow-down
circle-arrow-left,circle-arrow-left
circle-arrow-right,circle-arrow-right
circle-arrow-up,circle-arrow-up
cog,cog
comment,comment
download,download
download-alt,download-alt
edit,edit
eject,eject
envelope,envelope
exclamation-sign,exclamation-sign
eye-close,eye-close
eye-open,eye-open
facetime-video,facetime-video
fast-backward,fast-backward
fast-forward,fast-forward
file,file
film,film
filter,filter
fire,fire
flag,flag
folder-close,folder-close
folder-open,folder-open
forward,forward
fullscreen,fullscreen
gained by {0} via automatic rule {1},получени от {0} чрез автоматично правило {1}
gift,gift
glass,glass
globe,globe
hand-down,hand-down
hand-left,hand-left
hand-right,hand-right
hand-up,hand-up
hdd,hdd
headphones,headphones
heart,heart
home,home
in minutes,в минути
inbox,inbox
indent-left,indent-left
indent-right,indent-right
info-sign,info-sign
leaf,leaf
link,link
list,list
list-alt,list-alt
lock,lock
magnet,magnet
map-marker,map-marker
minus,minus
minus-sign,minus-sign
module,module
move,move
music,music
none of,нито едно от
off,off
ok,ok
ok-circle,ok-circle
ok-sign,ok-sign
one of,едно от
only.,само.
page,page
pause,pause
pencil,pencil
picture,picture
plane,plane
play,play
play-circle,play-circle
plus,plus
plus-sign,plus-sign
qrcode,qrcode
query-report,query-report
question-sign,question-sign
random,random
refresh,refresh
remove,remove
remove-circle,remove-circle
remove-sign,remove-sign
repeat,repeat
resize-full,resize-full
resize-horizontal,resize-horizontal
resize-small,resize-small
resize-vertical,resize-vertical
retweet,retweet
road,road
screenshot,screenshot
search,search
share-alt,share-alt
shopping-cart,shopping-cart
signal,signal
star,star
star-empty,star-empty
step-backward,step-backward
step-forward,step-forward
stop,stop
tag,tag
tags,tags
tasks,tasks
text-height,text-height
text-width,text-width
th,th
th-large,th-large
th-list,th-list
thumbs-down,thumbs-down
thumbs-up,thumbs-up
time,time
tint,tint
trash,trash
upload,upload
user,user
via automatic rule {0} on {1},чрез автоматично правило {0} на {1}
volume-down,volume-down
volume-off,volume-off
volume-up,volume-up
warning-sign,warning-sign
wrench,wrench
zoom-in,zoom-in
zoom-out,zoom-out
{0} Modules,{0} модула
{0} appreciated on {1},{0} appreciated on {1}
{0} appreciated your work on {1} with {2} point,{0} оцени положително работата ви по {1} с {2} точка
{0} appreciated your work on {1} with {2} points,{0} оцени положително работата ви по {1} с {2} точки
{0} appreciated {1},{0} appreciated {1}
{0} comments,{0} коментара
{0} criticized on {1},{0} criticized on {1}
{0} criticized your work on {1} with {2} point,{0} критикува работата ви по {1} с {2} точка
{0} criticized your work on {1} with {2} points,{0} критикува работата ви по {1} с {2} точки
{0} criticized {1},{0} criticized {1}
{0} gained {1} point for {2} {3},{0} gained {1} point for {2} {3}
{0} gained {1} points for {2} {3},{0} gained {1} points for {2} {3}
{0} has been successfully added to the Email Group.,{0} е успешно добавен към имейл групата.
{0} has no versions tracked.,{0} няма проследени версии.
{0} not allowed to transact with {1}. Please change the Company.,{0} няма право да извършва транзакции с {1}. Моля променете фирмата.
{0} not found,{0} не е намерен
{0} reverted your point on {1},{0} reverted your point on {1}
{0} reverted your points on {1},{0} reverted your points on {1}
{0} reverted {1},{0} reverted {1}
{0} units of Item {1} is not available.,{0} единици от артикул {1} не са налични.
{0} {1} is {2},{0} {1} is {2}
{0}{1} Did you rename the item? Please contact Administrator / Tech support,{0}{1} Преименувахте ли артикула? Моля свържете се с администратор / техническа поддръжка
{} Assets created for {},{} Assets created for {}
{} of {},{} of {}
Annual Sales,Годишни продажби
Active Customers,Активни клиенти
Top Customers,Топ клиенти
Monthly Total Work Order,Общо работни поръчки за месеца
Monthly Completed Work Order,Завършени работни поръчки за месеца
Ongoing Job Card,Текущи работни карти
Monthly Quality Inspection,Месечни проверки на качеството
Material Planning,Планиране на материали
Deals,Сделки
Organizations,Организации
Call Logs,Обаждания
Getting started,Първи стъпки
Start now,Започнете сега
Welcome to Frappe CRM,Добре дошли във Frappe CRM
Setup your password,Настройте паролата си
Create your first lead,Създайте първия си потенциален клиент
Invite your team,Поканете екипа си
Convert lead to deal,Конвертирайте потенциален клиент в сделка
Create your first task,Създайте първата си задача
Create your first note,Създайте първата си бележка
Add your first comment,Добавете първия си коментар
Send email,Изпратете имейл
Change deal status,Променете статуса на сделка
Help centre,Помощен център
Skip all,Пропуснете всички
Toggle theme,Смяна на темата
Accounting Onboarding,Въвеждане в счетоводството
Configure Chart of Accounts,Конфигурирайте сметкоплана
Setup Sales Taxes,Настройте данъци за продажби
View Balance Sheet,Преглед на баланса
Review Accounts Settings,Преглед на счетоводни настройки
No {0} Found,Няма намерени {0}
Create View,Създаване на изглед
Sort,Сортиране
Add Filter,Добавяне на филтър
Notes View,Изглед на бележки
Empty - Choose a field to filter by,Празно - Изберете поле за филтриране
Log a Call,Регистриране на обаждане
Call duration in seconds,Продължителност на обаждането в секунди
Telephony Medium,Телефонна среда
Outgoing Bills,Изходящи фактури
Incoming Bills,Входящи фактури
Incoming Payment,Входящи плащания
Accounts Receivable Ageing,Остаряване на вземанията
Accounts Payable Ageing,Остаряване на задълженията
Budget Variance,Отклонение от бюджета
Accounts Setup,Настройки
Consolidated Report,Консолидиран отчет
Customer Ledger,Клиентска главна книга
Supplier Ledger,Доставчикова главна книга
Registers,Регистри
Framework,Рамка
Frappe CRM,Frappe CRM
ERPNext Settings,Настройки на ERPNext
Reset Desktop Layout,Нулиране на работния плот
Financial Ratios Analysis,Анализ на финансови показатели
Standard Balance Sheet (IFRS),Стандартен баланс (МСФО)
Standard Profit and Loss (IFRS),Стандартен отчет за приходите и разходите (МСФО)
Horizontal Balance Sheet (Columnar),Хоризонтален баланс (колонен)
Horizontal Profit and Loss (Columnar),Хоризонтален отчет за приходите и разходите (колонен)
Standard Cash Flow Statement (IFRS),Стандартен отчет за паричните потоци (МСФО)
Entry For Opening Balances,Запис за начални салда
Plaid,Plaid
Trade Receivables,Търговски вземания
Trade Payables,Търговски задължения
Tangible Assets,Дълготрайни материални активи
Short-term Borrowings,Краткосрочни заеми
Share Capital,Акционерен капитал
Revenue from Operations,Приходи от дейността
Reserves and Surplus,Резерви и излишък
Other Receivables,Други вземания
Other Payables,Други задължения
Other Operating Income,Други оперативни приходи
Other Non-current Liabilities,Други нетекущи пасиви
Other Non-current Assets,Други нетекущи активи
Other Direct Costs,Други преки разходи
Other Current Liabilities,Други текущи пасиви
Other Current Assets,Други текущи активи
Operating Expenses,Оперативни разходи
Total Liabilities,Общо пасиви
EBT,Печалба преди данъци
EBIT,Печалба преди лихви и данъци
Net Income,Нетна печалба
Long-term Borrowings,Дългосрочни заеми
Inventories,Материални запаси
Deduction Certificate,Удостоверение за удръжки
COA Importer,Импортиране на сметкоплан
Opening Invoice Tool,Инструмент за начални фактури
FX Revaluation,Преоценка на валута
Bank Reconciliation,Банково съгласуване
Reconciliation Statement,Съгласуващ отчет
Annual Purchase,Годишни покупки
Active Suppliers,Активни доставчици
Material Request Analysis,Анализ на заявки за материали
Top Suppliers,Топ доставчици
Buying Setup,Настройка на покупки
Create Item,Създаване на артикул
Create Purchase Invoice,Създаване на фактура за покупка
View Purchase Order Analysis,Преглед на анализ на поръчки за покупка
Review Buying Settings,Преглед на настройки за покупки
Incoming Bills (Purchase Invoice),Входящи фактури (Фактура за покупка)
Outgoing Bills (Sales Invoice),Изходящи фактури (Фактура за продажба)
Assets Setup,Настройка на активи
Learn Asset,Научете за активите
Create Asset Category,Създаване на категория активи
Create Asset Item,Създаване на артикул - актив
Create Asset Location,Създаване на местоположение на актив
Create Existing Asset,Създаване на съществуващ актив
Manufacturing Setup,Настройка на производство
Create Raw Material,Създаване на суровина
Create Finished Good,Създаване на готов продукт
Create Operation,Създаване на операция
Create Bill of Materials,Създаване на спецификация на материалите
Create Work Order,Създаване на работна поръчка
View Work Order Summary,Преглед на обобщение на работни поръчки
Review Manufacturing Settings,Преглед на настройки за производство
Projects Setup,Настройка на проекти
Create Project,Създаване на проект
Create Task,Създаване на задача
View Project Summary,Преглед на обобщение на проект
Stock Setup,Настройка на склад
Create Warehouses,Създаване на складове
Create Purchase Receipt,Създаване на складова разписка
Create Transfer Entry,Създаване на трансферен запис
Review Stock Settings,Преглед на складови настройки
Warehouse wise Stock Value,Стойност на наличности по складове
Oldest Items,Най-стари артикули
Item Shortage Summary,Обобщение на дефицит на артикули
Delivery Trends,Тенденции на доставки
Masters & Reports,Шаблони и отчети
Quick Access,Бърз достъп
Inward Order,Входяща поръчка
Outward Order,Изходяща поръчка
Subcontracting Inward and Outward,Входящи и изходящи подизпълнения
Subcontracting Setup,Настройка на подизпълнение
Learn Subcontracting,Научете за подизпълнението
Create Service Item,Създаване на услуга
Create Subcontracted Item,Създаване на артикул за подизпълнение
Create Subcontracting Purchase Order,Създаване на поръчка за покупка с подизпълнение
Create Subcontracting Order,Създаване на поръчка за подизпълнение
UTM,UTM
Average Order Value,Средна стойност на поръчка
(New),(Нов)
(No Title),(Без заглавие)
"@John, can you please check this?","@John, можеш ли да провериш това?"
A lead sync source is already enabled for this Facebook Lead Form!,Източник за синхронизация на потенциални клиенти вече е активиран за тази Facebook Lead форма!
A valid call log is required.,Необходим е валиден запис на обаждане.
API key is required,API ключът е задължителен
Accept,Приеми
Accept Call,Приеми обаждане
Access Denied,Достъпът е отказан
Access Key for {0}. Required for fetching exchange rates.,Ключ за достъп за {0}. Необходим за извличане на обменни курсове.
Access token is required,Токенът за достъп е задължителен
Account Info & Security,Информация за акаунта и сигурност
Account name is required,Името на акаунта е задължително
Add Account,Добави акаунт
Add Assignee,Добави изпълнител
Add Attendee,Добави участник
Add Chart,Добави диаграма
Add Condition,Добави условие
Add Condition Group,Добави група условия
Add Description,Добави описание
Add Description.,Добави описание.
Add Email,Добави Email
Add Existing User,Добави съществуващ потребител
Add Field,Добави поле
Add Lead or Deal,Добави потенциален клиент или сделка
Add Location,Добави местоположение
Add Mobile Number...,Добави мобилен номер...
Add Note,Добави бележка
Add Notification,Добави известие
Add Organization...,Добави организация...
Add Sample Data,Добави примерни данни
Add Section,Добави секция
Add Sort,Добави сортиране
Add Tab,Добави раздел
Add Task,Добави задача
Add a Condition,Добави условие
Add a Custom Condition,Добави персонализирано условие
Add a Task,Добави задача
Add a name for your source,Добави име за източника
Add description...,Добави описание...
Add existing system users to this CRM. Assign them a role to grant access with their current credentials.,"Добави съществуващи системни потребители към този CRM. Задай им роля, за да получат достъп с текущите си данни за вход."
Add one to get started.,"Добави един, за да започнеш."
Add time targets around support milestones like first response,"Добави времеви цели около етапи на поддръжката, като първи отговор"
"Add, edit, and manage email templates for various CRM communications","Добави, редактирай и управлявай Email шаблони за различни CRM комуникации"
"Add, edit, and manage sources for automatic lead syncing to your CRM","Добави, редактирай и управлявай източници за автоматично синхронизиране на потенциални клиенти към вашия CRM"
Admin,Администратор
"Agent is unavailable to take the call, please call after some time.","Агентът не е наличен за обаждане, моля опитайте по-късно."
All Day Event Notifications,Известия за целодневни събития
All available priorities have already been added,Всички налични приоритети вече са добавени
An Error Occurred,Възникна грешка
An error occurred,Възникна грешка
An error occurred while updating the document,Възникна грешка при актуализиране на документа
And,И
Annual Revenue should be a number,Годишният приход трябва да бъде число
Any failed lead syncs will show up here,Всички неуспешни синхронизации на потенциални клиенти ще се покажат тук
Appearance,Външен вид
Appears in the left sidebar. Recommended size is 32x32 px in PNG or SVG,Показва се в лявата странична лента. Препоръчителен размер е 32x32 px в PNG или SVG
Appears next to the title in your browser tab. Recommended size is 32x32 px in PNG or ICO,Показва се до заглавието в раздела на браузъра. Препоръчителен размер е 32x32 px в PNG или ICO
Are you sure you want to clear assignment for {0} item(s)?,"Сигурни ли сте, че искате да премахнете назначението за {0} елемент(а)?"
Are you sure you want to clear demo data? This action cannot be undone.,"Сигурни ли сте, че искате да изтриете демо данните? Това действие не може да бъде отменено."
Are you sure you want to convert {0} lead(s) to deal(s)?,"Сигурни ли сте, че искате да конвертирате {0} потенциален(и) клиент(и) в сделка(и)?"
"Are you sure you want to delete ""{0}"" view?","Сигурни ли сте, че искате да изтриете изглед ""{0}""?"
Are you sure you want to delete this attachment?,"Сигурни ли сте, че искате да изтриете този прикачен файл?"
Are you sure you want to delete this contact?,"Сигурни ли сте, че искате да изтриете този контакт?"
Are you sure you want to delete this event?,"Сигурни ли сте, че искате да изтриете това събитие?"
Are you sure you want to delete this organization?,"Сигурни ли сте, че искате да изтриете тази организация?"
Are you sure you want to delete this task?,"Сигурни ли сте, че искате да изтриете тази задача?"
Are you sure you want to delete {0} - {1}?,"Сигурни ли сте, че искате да изтриете {0} - {1}?"
Are you sure you want to delete {0} items?,"Сигурни ли сте, че искате да изтриете {0} елемента?"
Are you sure you want to delete {0} linked doc(s)?,"Сигурни ли сте, че искате да изтриете {0} свързан(и) документ(а)?"
Are you sure you want to delete {0} linked item(s)?,"Сигурни ли сте, че искате да изтриете {0} свързан(и) елемент(а)?"
Are you sure you want to discard unsaved changes to this event?,"Сигурни ли сте, че искате да отхвърлите незаписаните промени на това събитие?"
Are you sure you want to go back? Unsaved changes will be lost.,"Сигурни ли сте, че искате да се върнете назад? Незаписаните промени ще бъдат загубени."
Are you sure you want to login to your Frappe Cloud dashboard?,"Сигурни ли сте, че искате да влезете в таблото на Frappe Cloud?"
Are you sure you want to make this attachment {0}?,"Сигурни ли сте, че искате да направите този прикачен файл {0}?"
Are you sure you want to reset 'Create Quotation from CRM Deal' Form Script?,"Сигурни ли сте, че искате да нулирате скрипта на формата ""Създаване на оферта от CRM сделка""?"
Are you sure you want to set the currency as {0}? This cannot be changed later.,"Сигурни ли сте, че искате да зададете валутата като {0}? Това не може да бъде променено по-късно."
Are you sure you want to unlink {0} linked doc(s)?,"Сигурни ли сте, че искате да премахнете връзката на {0} свързан(и) документ(а)?"
Are you sure you want to unlink {0} linked item(s)?,"Сигурни ли сте, че искате да премахнете връзката на {0} свързан(и) елемент(а)?"
"Ask your manager to set up the Exchange Rate Provider, as default provider does not support currency conversion for {0} to {1}.","Помолете вашия мениджър да настрои доставчика на обменни курсове, тъй като доставчикът по подразбиране не поддържа конвертиране на валута от {0} към {1}."
Assign Condition is required,Условието за назначаване е задължително
Assign Conditions are invalid,Условията за назначаване са невалидни
Assign To Me,Назначи на мен
Assignees,Изпълнители
Assignment Cleared Successfully,Назначението е премахнато успешно
Assignment Condition,Условие за назначаване
Assignment Days are required,Дните за назначаване са задължителни
Assignment Rule Created,Правилото за назначаване е създадено
Assignment Rule Deleted,Правилото за назначаване е изтрито
Assignment Rule Duplicated,Правилото за назначаване е дублирано
Assignment Rule Updated,Правилото за назначаване е актуализирано
Assignment Rule {0} Updated,Правило за назначаване {0} е актуализирано
Assignment Schedule,График за назначаване
Assignment conditions,Условия за назначаване
"Assignment conditions are invalid or corrupt, recreate the conditions.","Условията за назначаване са невалидни или повредени, създайте ги отново."
At least one field is required,Необходимо е поне едно поле
At least one priority is required,Необходим е поне един приоритет
"At least one valid Workday with Workday, Start Time, and End Time is required","Необходим е поне един валиден работен ден с работен ден, начален час и краен час"
Attach a File,Прикачи файл
Attendees,Участници
Attending status updated,Статусът на присъствие е актуализиран
Auto Update Expected Deal Value,Автоматично обновяване на очакваната стойност на сделката
Auto Update of Expected Deal Value disabled,Автоматичното обновяване на очакваната стойност на сделката е деактивирано
Auto Update of Expected Deal Value enabled,Автоматичното обновяване на очакваната стойност на сделката е активирано
Auto update communication status,Автоматично обновяване на статуса на комуникацията
Auto-assign leads/deals to the right sales user based on predefined conditions,Автоматично назначаване на потенциални клиенти/сделки на правилния търговец въз основа на предварително зададени условия
"Automatically update ""Expected Deal Value"" based on the total value of associated products in a deal","Автоматично обновяване на ""Очаквана стойност на сделката"" въз основа на общата стойност на свързаните продукти в сделката"
Automatically update the Communication status for Leads & Deals when SLA is enabled. Set status to “Open” on new communication and “Replied” when a response is received,"Автоматично обновяване на статуса на комуникацията за потенциални клиенти и сделки, когато SLA е активирано. Задава статус “Отворен” при нова комуникация и “Отговорен” при получен отговор"
Automation & Rules,Автоматизация и правила
Average deal value of non won/lost deals,"Средна стойност на сделките, които не са спечелени/загубени"
Average deal value of ongoing & won deals,Средна стойност на текущи и спечелени сделки
Average deal value of won deals,Средна стойност на спечелени сделки
Average time taken from deal creation to deal closure,Средно време от създаване на сделката до нейното приключване
Average time taken from lead creation to deal closure,Средно време от създаване на потенциален клиент до приключване на сделката
Avg Deal Value,Средна стойност на сделка
Avg Ongoing Deal Value,Средна стойност на текуща сделка
Avg Time to Close a Deal,Средно време за приключване на сделка
Avg Time to Close a Lead,Средно време за приключване на потенциален клиент
Avg Won Deal Value,Средна стойност на спечелена сделка
Avg. deal value,Средна стойност на сделка
Avg. ongoing deal value,Средна стойност на текуща сделка
Avg. time to close a deal,Средно време за приключване на сделка
Avg. time to close a lead,Средно време за приключване на потенциален клиент
Avg. won deal value,Средна стойност на спечелена сделка
Axis Chart,Осева диаграма
Back to All Logs,Обратно към всички логове
